repo_url,schema_name,helm_name,crd_path,file_path,file_sha
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_kafkaconnects.yaml,211128d3be2857debe63e295135fb4bc8a7b2f5d
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_kafkanativeacls.yaml,05f19c2879b5554d4964c3cc42032747db6cfe51
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_kafkas.yaml,e701a34914ae011796b8cf773831e2451d581d97
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_kafkaschemaregistryacls.yaml,77b0ccff9183e72e1174228df421942273f24be2
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_kafkaschemas.yaml,8e5aea220afc1fb3459af2da2d0f1cd6114e60fe
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_kafkatopics.yaml,2de00a9e42a3a8d5303983be848651fde9a91f31
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_mysqls.yaml,aa8760d0b1eaa1a0dc50c28c1edcc92a54e62810
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_opensearches.yaml,c8b2ac1bd15ad91b223217e2e13db12d877cc0da
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_postgresqls.yaml,87986a1b60d5a5b278af2346c69f70f799985255
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_projects.yaml,7b1aa57356a11f2a3ceb7e1e50af0148dafb83d2
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_projectvpcs.yaml,8d4c1c4b5a8b30ee4c1df77d58982aaa62136728
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_serviceintegrationendpoints.yaml,cb04602ec9419f699dcdad08df24e2bfab329b5a
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_serviceintegrations.yaml,a0ce698da765b0924714825ac0fbcb7d441d8120
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_serviceusers.yaml,88626240649d2c798d7ef0e1be17feb8a2b18e4a
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_valkeys.yaml,1bd4e173792e6ff84595b97473599d4ac27b985f
https://github.com/project-akri/akri,akri.sh,akri,deployment/helm/crds,deployment/helm/crds/akri-configuration-crd.yaml,a5cc950dc52e39411abc1c98380a6a0b8f94b106
https://github.com/project-akri/akri,akri.sh,akri,deployment/helm/crds,deployment/helm/crds/akri-instance-crd.yaml,68dfaca39aeed5426c2651874d9200faaaa205a6
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.crossplane.io_alertenrichmentv1beta1s.yaml,b53d45c112e95ed30b9065fa80ccb5ee03c149ef
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.crossplane.io_alertrulev0alpha1s.yaml,bfa6fce0f886ec4f8093c956b5b96d86583e9c29
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.crossplane.io_contactpoints.yaml,b11e2a65d49269cacf971f0d16f04791474aeddb
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.crossplane.io_messagetemplates.yaml,76e651a47a3cd254e04f0d0a5360fb615bef0e98
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.crossplane.io_mutetimings.yaml,8a8818a272daa1fd2571a902491857b8b1d56daa
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.crossplane.io_notificationpolicies.yaml,b238f3f52f743732b73039546f87ebc1efbee265
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.crossplane.io_recordingrulev0alpha1s.yaml,3938d2bc8fa98cb8a819f2744bb990fd701e9e5b
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.crossplane.io_rulegroups.yaml,37910ec450b207b0878a10f51589eeb7deb9eddb
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.m.crossplane.io_alertenrichmentv1beta1s.yaml,bffd9d4b21410dfff914250681590fa495286d50
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.m.crossplane.io_alertrulev0alpha1s.yaml,a8daff896769f69b2d53d351c0f90320bea02bd3
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.m.crossplane.io_contactpoints.yaml,35b17028cafc7b6f4fa56cf765fb1d1ec9922df9
